galaxy,stage8_class,n_points,best_n,best_aic_v2,best_A_kms2,best_rc_kpc,locked_n,locked_aic_v2,locked_A_kms2,locked_rc_kpc,delta_aic_locked_minus_best_continuum,locked_within_2_of_best,locked_within_10_of_best,grid_count_within_2_of_best,grid_count_within_10_of_best
NGC6015,WEAK-OR-REGIME-DEPENDENT-SIGNAL,44,1.5,263.14054346551893,17371.00543486202,2.1921668630318014,3.258993,450.33466778524235,14416.153386289414,1.7529844574732352,187.19412431972341,0,0,1,1
NGC6195,ROBUST-DIAGNOSTIC-CANDIDATE,23,1.25,45.760453753848694,149665.61531375782,109.28999999999999,3.258993,57.01227059719813,31769.21386755538,17.976154807722207,11.251816843349438,0,0,2,9
NGC6503,WEAK-OR-REGIME-DEPENDENT-SIGNAL,31,2.0,42.536580955034864,11356.140417549863,3.581325237384333,3.258993,70.34294399693358,10646.057980756006,3.581325237384333,27.80636304189872,0,0,2,5
NGC6674,ROBUST-DIAGNOSTIC-CANDIDATE,15,12.0,88.34039590619801,44607.76234438752,2.681655638993581,3.258993,89.04374994615196,44611.37459430407,1.8449136604634593,0.7033540399539504,1,1,41,41
NGC6946,ROBUST-DIAGNOSTIC-CANDIDATE,58,2.5,108.81704519366667,15480.539026729666,5.409784728662442,3.258993,115.26112205684153,13872.445944929032,4.819588007770789,6.444076863174857,0,1,3,8
NGC7331,WEAK-OR-REGIME-DEPENDENT-SIGNAL,36,2.75,138.98253070982497,42074.34094791673,18.41634979222208,3.258993,142.624690570357,38020.10287185442,16.98694160625871,3.6421598605320185,0,1,3,7
NGC7793,WEAK-OR-REGIME-DEPENDENT-SIGNAL,46,1.5,43.89341965577095,7741.431376446393,2.2810908153288416,3.258993,65.85443998316126,6369.509016283615,1.8353897628886473,21.961020327390308,0,0,2,5
NGC7814,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,18,2.25,14.89310666866766,34511.836885414035,5.498683297062862,3.258993,17.222757712361123,31690.183035448797,5.244540105965772,2.329651043693463,0,1,6,15
UGC00128,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,22,1.5,50.460249035106536,15275.471368443494,5.919686177022097,3.258993,131.8132680892309,13904.320519029969,6.879154996127275,81.35301905412436,0,0,1,4
UGC00191,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,9,1.75,13.682878229512108,5440.61056874386,1.9764408685558108,3.258993,40.84878748674298,4849.075296886939,1.4145156854967067,27.165909257230872,0,0,3,6
UGC00731,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,12,1.5,5.223525011843206,4808.634394893601,2.537871864197553,3.258993,26.116758512035336,3831.719920289897,1.781194855473641,20.89323350019213,0,0,3,8
UGC01230,ROBUST-DIAGNOSTIC-CANDIDATE,11,4.75,4.935125919011053,8858.376193861297,2.976892668176985,3.258993,5.512708639778999,9109.580823004475,3.1319967149895644,0.5775827207679454,1,1,33,37
UGC01281,ROBUST-DIAGNOSTIC-CANDIDATE,25,2.0,14.6346078275995,3966.944084445267,3.0348189805091197,3.258993,18.169677497671515,2819.632931006933,2.0912792236886384,3.535069670072014,0,1,6,15
UGC02259,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,8,1.5,7.092046423365482,6721.026156599645,1.2842142482218921,3.258993,15.727327394127617,5874.783219745263,1.1123512912821067,8.635280970762135,0,1,6,14
UGC02455,CORE-PATHOLOGY-ARCHIVE,8,12.0,365.4032088910179,262774736.20506784,12.09,3.258993,366.70896735200165,0.0,0.16666666666666666,1.305758460983725,1,1,41,41
UGC02487,WEAK-OR-REGIME-DEPENDENT-SIGNAL,17,5.25,144.07634527818928,90276.42121611873,7.054952579907098,3.258993,145.39684474887167,90337.08546860189,5.287957593156837,1.3204994706823925,1,1,31,35
UGC02885,WEAK-OR-REGIME-DEPENDENT-SIGNAL,19,0.5,26.363556460501723,181924.54191820428,222.20999999999998,3.258993,79.25709419971575,59052.20111492841,13.375904533131752,52.893537739214025,0,0,1,2
UGC02916,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,43,9.25,866.3470290317642,20039.665903833684,7.254474207468218,3.258993,1163.941459501973,27772.89597593871,9.126358335432474,297.59443047020875,0,0,7,11
UGC02953,ROBUST-DIAGNOSTIC-CANDIDATE,115,2.5,359.3365867972985,53152.481768055884,5.1232061845269845,3.258993,389.26079814722516,51981.57099311552,5.1232061845269845,29.92421134992668,0,0,2,3
UGC03205,ROBUST-DIAGNOSTIC-CANDIDATE,48,1.5,123.7664451336158,31514.077619558644,2.4049498979770667,3.258993,133.86926315461076,29937.38097298715,2.5540944029269568,10.10281802099496,0,0,3,10
UGC03546,ROBUST-DIAGNOSTIC-CANDIDATE,30,4.5,46.36268520211546,23131.145546109732,8.08856590712055,3.258993,48.68378982218217,24386.03496676932,8.08856590712055,2.3211046200667127,0,1,11,28
UGC03580,WEAK-OR-REGIME-DEPENDENT-SIGNAL,47,3.0,1188.560078718197,12936.025599127828,8.425065334436708,3.258993,1192.861417758661,12259.82358157981,7.897007330202708,4.301339040463972,0,1,1,4
UGC04278,WEAK-OR-REGIME-DEPENDENT-SIGNAL,25,1.5,14.599470907471472,43698.8897568109,20.07,3.258993,38.96663674424134,7066.53434593381,3.7345458580013435,24.36716583676987,0,0,2,5
UGC04305,WEAK-OR-REGIME-DEPENDENT-SIGNAL,22,7.0,33.40359801490412,197.67724070103733,0.6444877370323645,3.258993,34.4193803779295,194.92387151351627,0.7044344181553935,1.0157823630253802,1,1,32,40
UGC04325,ROBUST-DIAGNOSTIC-CANDIDATE,8,2.75,4.86511493409416,6729.294270138105,1.1335340451965719,3.258993,5.888529687272666,6487.52623727387,1.0549501591643797,1.0234147531785052,1,1,7,15
UGC04483,ROBUST-DIAGNOSTIC-CANDIDATE,8,2.5,5.2766900655088715,437.2233232137435,0.4605683233519626,3.258993,5.498131685506898,391.8101505444216,0.4069090147863682,0.2214416199980267,1,1,19,40
UGC04499,ROBUST-DIAGNOSTIC-CANDIDATE,9,2.25,5.3875049478291785,4258.057296030614,2.678432664819336,3.258993,7.62877125036764,3768.758359009594,2.3107225951969683,2.2412663025384614,0,1,6,19
UGC05005,ROBUST-DIAGNOSTIC-CANDIDATE,11,2.0,4.182428788923204,9568.257602792904,10.054668055750751,3.258993,5.007409126174711,8165.848451752079,7.880276294214238,0.8249803372515068,1,1,13,38
UGC05253,ROBUST-DIAGNOSTIC-CANDIDATE,73,2.0,173.93407305311038,40569.968175438655,8.219983141402652,3.258993,305.5070563339672,35125.25409914718,7.160152520381862,131.57298328085685,0,0,1,2
UGC05716,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,12,1.5,18.304341650470484,5189.8049930877805,3.1101873515840577,3.258993,66.48006808315657,4298.956021133938,2.763852821428344,48.17572643268608,0,0,2,6
UGC05721,ROBUST-DIAGNOSTIC-CANDIDATE,23,2.25,15.780580519708831,5731.302769845106,0.8454863097687944,3.258993,18.956496929323315,5528.358556282581,0.8454863097687944,3.1759164096144836,0,1,6,15
UGC05750,ROBUST-DIAGNOSTIC-CANDIDATE,11,2.75,4.140335595215357,4823.271646333431,5.562120274602479,3.258993,4.279257167815383,4547.154594162909,5.266572266812198,0.1389215726000259,1,1,16,37
UGC05764,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,10,2.25,22.30466821081905,2752.9071572549033,0.9269839141722106,3.258993,28.757379816224606,2542.522814669688,0.8925442837511437,6.4527116054055575,0,1,4,10
UGC05829,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,11,1.25,4.64699666381797,7549.586930498015,9.218279864030917,3.258993,10.528253546701425,2555.6548668471296,2.297777846990968,5.881256882883455,0,1,5,17
UGC05918,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,8,1.75,4.133243600075186,1765.0783954275278,1.497525348026203,3.258993,5.6129475869927195,1392.6870914676217,1.0840532571055386,1.4797039869175332,1,1,12,41
UGC05986,ROBUST-DIAGNOSTIC-CANDIDATE,15,2.5,11.460032053520129,11907.032905852548,2.8123397162635566,3.258993,18.19228838881073,11007.851877081992,2.5899704691445473,6.732256335290602,0,1,3,7
UGC06399,ROBUST-DIAGNOSTIC-CANDIDATE,9,2.25,4.243161213856926,6873.890221545068,3.0860712695431105,3.258993,6.235617304808514,5902.891053864387,2.662060702051544,1.9924560909515883,1,1,9,21
UGC06446,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,17,1.5,6.748589150725465,6206.062604862929,1.846107047333227,3.258993,16.51261130464288,5121.998157329473,1.4921371858204349,9.764022153917416,0,1,5,12
UGC06614,ROBUST-DIAGNOSTIC-CANDIDATE,13,2.75,5.47218823611309,35172.413870505894,20.03635369159926,3.258993,5.865075978981782,32947.958835270045,18.361834973275887,0.3928877428686919,1,1,12,35
UGC06667,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,9,2.0,4.956430972459069,7606.778229058254,2.9741231820453295,3.258993,13.076898253971235,6305.233477332554,2.3827416511153596,8.120467281512166,0,1,5,11
UGC06786,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,45,1.25,48.41739606542952,49112.732373302846,5.862128210850072,3.258993,242.63870613550384,39947.662799930855,4.845178433559098,194.2213100700743,0,0,2,2
UGC06787,WEAK-OR-REGIME-DEPENDENT-SIGNAL,71,2.25,1665.437599496954,44584.0069178792,5.937254836069406,3.258993,1690.3408833197634,41101.184053052406,5.554334283964131,24.9032838228095,0,0,1,4
UGC06818,ROBUST-DIAGNOSTIC-CANDIDATE,8,5.75,5.390662388137828,4514.119227208216,4.004372763112783,3.258993,7.43218045919596,6177.561196407169,4.96871798961367,2.0415180710581318,0,1,28,36
UGC06917,ROBUST-DIAGNOSTIC-CANDIDATE,11,2.25,5.332774536313003,9268.930236610984,3.209345996523865,3.258993,7.908797946260766,8242.012644313072,2.806357075256028,2.576023409947763,0,1,6,16
UGC06930,ROBUST-DIAGNOSTIC-CANDIDATE,10,2.25,4.648924310923567,8432.89864775347,3.009841911116727,3.258993,5.213880963602287,7938.402658714892,2.7927909378968097,0.5649566526787204,1,1,15,41
UGC06973,CORE-PATHOLOGY-ARCHIVE,9,12.0,793.4604753811549,15305.031762862835,6.176543257439442,3.258993,819.4779325371055,493549.00115619745,23.549999999999997,26.017457155950638,0,0,11,23
UGC06983,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,17,2.5,9.307622399032864,9580.279550190093,2.736570096257142,3.258993,9.986567681323086,9098.056620350384,2.5416859163084546,0.678945282290222,1,1,10,35
UGC07089,ROBUST-DIAGNOSTIC-CANDIDATE,12,1.5,4.909507988098209,11342.915083182092,12.308401608003036,3.258993,9.47119188065055,3981.47981348852,4.059800163780122,4.561683892552342,0,1,5,18
UGC07125,ROBUST-DIAGNOSTIC-CANDIDATE,13,2.25,7.128042827426664,2664.910090964353,4.162211985868882,3.258993,8.692948002931267,2504.4626466327977,4.162211985868882,1.5649051755046033,1,1,8,22
UGC07151,ROBUST-DIAGNOSTIC-CANDIDATE,11,2.75,8.0706026651905,3497.666393091669,1.2413407704026866,3.258993,8.818147965898614,3369.9420653924103,1.1943207448233981,0.747545300708115,1,1,7,23
UGC07323,ROBUST-DIAGNOSTIC-CANDIDATE,10,1.5,5.571016275016073,17532.812613450973,11.087330982698504,3.258993,10.364021507020832,4905.067061471573,3.0622797987863315,4.7930052320047585,0,1,5,16
UGC07399,WEAK-OR-REGIME-DEPENDENT-SIGNAL,10,1.75,6.408125855072704,9792.761405319583,1.455775231537177,3.258993,25.174654670277814,7988.573768856107,1.1168981011289874,18.76652881520511,0,0,3,7
UGC07524,WEAK-OR-REGIME-DEPENDENT-SIGNAL,31,1.75,11.282404127548459,5775.538448669311,3.8346920418262354,3.258993,30.795118732934696,4593.65960232822,2.8890032459712884,19.512714605386236,0,0,3,6
UGC07577,CORE-PATHOLOGY-ARCHIVE,9,4.25,4.470531992631157,17038.04266855892,5.07,3.258993,4.517804922188666,5226.47353165872,5.07,0.047272929557508725,1,1,41,41
UGC07603,ROBUST-DIAGNOSTIC-CANDIDATE,12,2.5,4.954938982760366,3660.0194122552457,1.304506350046113,3.258993,6.9105505623437296,3398.7575583072717,1.2056396856307545,1.9556115795833637,1,1,7,17
UGC07608,ROBUST-DIAGNOSTIC-CANDIDATE,8,2.25,4.360518880957356,4851.257408631543,2.4689474818066337,3.258993,5.109407815905687,3743.42228253375,1.852554820294732,0.7488889349483312,1,1,14,39
UGC08286,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,17,2.25,12.458732036805667,5912.798147727879,1.4763763619757428,3.258993,25.347747220707195,5548.278229965362,1.3565445040019304,12.889015183901527,0,0,3,6
UGC08490,WEAK-OR-REGIME-DEPENDENT-SIGNAL,30,1.5,7.768704690757376,5684.805286239164,1.0322889999583367,3.258993,22.097830831562607,5221.534136084496,0.9848897215811185,14.329126140805231,0,0,4,8
UGC08550,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,11,1.5,7.974544603011256,3101.133769215877,1.362407109843585,3.258993,20.38566726012869,2429.954057437202,0.8576514220486743,12.411122657117435,0,0,4,10
UGC08699,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,41,1.0,38.57503605792372,30112.18884363287,5.235785046116487,3.258993,110.44435022452917,19238.10112620296,2.3093058785750866,71.86931416660545,0,0,1,3
UGC08837,ROBUST-DIAGNOSTIC-CANDIDATE,8,2.75,5.418228613197587,3042.5556171672238,4.125199732320377,3.258993,5.755756060854588,2237.691228216898,3.323444419097063,0.33752744765700093,1,1,11,34
UGC09037,ROBUST-DIAGNOSTIC-CANDIDATE,22,4.25,98.68753909853766,14800.195002845303,12.413125271206336,3.258993,101.10166558457125,17345.68157796857,13.953521602160412,2.414126486033595,0,1,8,21
UGC09133,ROBUST-DIAGNOSTIC-CANDIDATE,68,3.5,279.5360611384721,40124.35445590716,7.453715779058175,3.258993,280.4423127700773,40166.226321977345,7.453715779058175,0.906251631605187,1,1,3,6
UGC11455,ROBUST-DIAGNOSTIC-CANDIDATE,36,2.5,120.37401005920846,43892.595669131515,11.136044125692203,3.258993,128.39474803682373,41795.308877813426,10.551952514564782,8.02073797761527,0,1,3,7
UGC11557,ROBUST-DIAGNOSTIC-CANDIDATE,12,12.0,28.625210795667062,1958.8317527807747,4.721702525760341,3.258993,29.621710169304475,3275.958843250404,7.246079528520526,0.9964993736374126,1,1,34,38
UGC11820,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,10,1.0,10.907578880569172,10561.640243171694,14.029510745236358,3.258993,62.84546054413069,5208.06245148418,5.126334246077359,51.93788166356151,0,0,2,3
UGC11914,CORE-PATHOLOGY-ARCHIVE,65,0.5,153.60143784916036,90590.99840141684,16.504806490054317,3.258993,284.56465496332135,31884.661071634437,0.8227692187208127,130.96321711416098,0,0,1,1
UGC12506,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,31,1.25,12.21141069483032,44934.01843412556,2.4015359821793454,3.258993,18.610022237968955,42199.13267882398,3.130301953485773,6.398611543138635,0,1,5,18
UGC12632,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,15,2.0,4.747849733878672,4323.76254615795,2.586126069777953,3.258993,7.827572755192388,3913.610319558969,2.381435991647528,3.0797230213137157,0,1,6,18
UGC12732,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,16,1.25,6.72452888352921,8496.744497301144,5.0448867584851795,3.258993,39.861333496301484,5925.952260014783,2.930491943180737,33.13680461277227,0,0,2,5
UGCA442,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,8,1.75,7.089142850267503,3736.7669873919076,3.09083399351212,3.258993,18.852849941067607,2885.742381577055,2.2218834017786655,11.763707090800104,0,0,3,9
UGCA444,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,36,1.25,6.08427803441351,3264.062597709704,4.614866000346165,3.258993,21.495235567431962,789.6882602631057,0.8547219043702203,15.410957533018452,0,0,2,7
