galaxy,stage8_class,n_points,rotmod_file,rrf_aic_v2,curve_level_rrf_A_kms2,curve_level_rrf_rc_kpc,best_destructive_null,best_destructive_null_aic_v2,delta_aic_rrf_minus_best_destructive_null,best_neighbor_null,best_neighbor_null_aic_v2,delta_aic_rrf_minus_best_neighbor_null
NGC6015,WEAK-OR-REGIME-DEPENDENT-SIGNAL,44,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/NGC6015_rotmod.dat,450.64046069130103,14375.966934734288,1.7333583699434238,shuffled_radius_rrf_nfixed,1380.823576843218,-930.1831161519169,arctan_saturating,298.4319191113753,152.20854157992574
NGC6195,ROBUST-DIAGNOSTIC-CANDIDATE,23,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/NGC6195_rotmod.dat,57.04303128175522,31375.448601635788,17.661717373104388,outer_step_median,139.41831814722553,-82.37528686547031,arctan_saturating,48.24535398681911,8.797677294936108
NGC6503,WEAK-OR-REGIME-DEPENDENT-SIGNAL,31,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/NGC6503_rotmod.dat,70.0377764974611,10627.046295656653,3.522105352311774,shuffled_radius_rrf_nfixed,408.77804850450025,-338.74027200703915,saturating_n2,42.685362205111076,27.35241429235002
NGC6674,ROBUST-DIAGNOSTIC-CANDIDATE,15,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/NGC6674_rotmod.dat,89.0430178251194,44610.71292062906,1.7826955098898467,shuffled_radius_rrf_nfixed,78.1484158740617,10.894601951057709,saturating_n8,88.34901164055182,0.6940061845675842
NGC6946,ROBUST-DIAGNOSTIC-CANDIDATE,58,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/NGC6946_rotmod.dat,115.85159006581566,13998.353335384403,4.91464219598041,shuffled_radius_rrf_nfixed,1220.3441279735412,-1104.4925379077256,saturating_n2,111.43688585742127,4.414704208394383
NGC7331,WEAK-OR-REGIME-DEPENDENT-SIGNAL,36,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/NGC7331_rotmod.dat,142.81409394509475,37738.79750892672,16.829695014107042,outer_step_median,927.3211868733433,-784.5070929282485,saturating_n2,150.85063138855207,-8.03653744345732
NGC7793,WEAK-OR-REGIME-DEPENDENT-SIGNAL,46,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/NGC7793_rotmod.dat,65.83283035315334,6350.23373545858,1.8267982502985338,outer_step_median,144.88478322054064,-79.0519528673873,saturating_n2,48.1086580795748,17.72417227357854
NGC7814,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,18,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/NGC7814_rotmod.dat,17.319215489351645,31556.021166315615,5.154268131962978,shuffled_radius_rrf_nfixed,157.3899511798859,-140.07073569053426,saturating_n2,15.435590302201966,1.8836251871496792
UGC00128,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,22,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC00128_rotmod.dat,131.4028280306119,13867.06642207766,6.758797354034279,shuffled_radius_rrf_nfixed,524.5762070341349,-393.173379003523,exp_saturating,51.66524265924689,79.73758537136499
UGC00191,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,9,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC00191_rotmod.dat,40.62754545124326,4860.723613987756,1.4281978457841327,outer_step_median,317.6290812460772,-277.00153579483396,saturating_n2,15.13057706856663,25.496968382676627
UGC00731,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,12,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC00731_rotmod.dat,26.12102196064775,3811.8627197633996,1.7477389995650123,shuffled_radius_rrf_nfixed,88.05731920384675,-61.93629724319899,arctan_saturating,6.361543416159845,19.759478544487905
UGC01230,ROBUST-DIAGNOSTIC-CANDIDATE,11,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC01230_rotmod.dat,5.501526886247664,9085.846107057172,3.100115933864687,shuffled_radius_rrf_nfixed,28.40603595009436,-22.904509063846696,saturating_n4,5.083763544595198,0.4177633416524662
UGC01281,ROBUST-DIAGNOSTIC-CANDIDATE,25,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC01281_rotmod.dat,18.21599165668804,2844.248721824812,2.1121922323386215,outer_step_median,75.85744312863369,-57.64145147194565,saturating_n2,14.635211350162441,3.5807803065255985
UGC02259,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,8,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC02259_rotmod.dat,15.698609609789237,5882.591599355097,1.1279814560262293,shuffled_radius_rrf_nfixed,18.611953534644368,-2.9133439248551305,arctan_saturating,7.02373859020393,8.674871019585307
UGC02455,CORE-PATHOLOGY-ARCHIVE,8,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC02455_rotmod.dat,366.70896735200165,0.0,0.16666666666666666,constant_floor,364.70896735200165,2.0,saturating_n8,366.58426919625697,0.12469815574468157
UGC02487,WEAK-OR-REGIME-DEPENDENT-SIGNAL,17,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC02487_rotmod.dat,145.393959076668,90333.58948993485,5.257882346674229,reversed_rrf_nfixed,103.7049764390482,41.688982637619816,exp_saturating,143.3275915014917,2.066367575176315
UGC02885,WEAK-OR-REGIME-DEPENDENT-SIGNAL,19,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC02885_rotmod.dat,79.23660942820945,59224.620723943386,13.614628305332495,shuffled_radius_rrf_nfixed,116.58944023539281,-37.352830807183366,saturating_n1,37.25933857189202,41.977270856317425
UGC02916,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,43,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC02916_rotmod.dat,1165.0448667405783,28526.98272106868,9.30517793961034,outer_step_median,1392.5360752303322,-227.49120848975394,saturating_n8,871.6473906110685,293.39747612950976
UGC02953,ROBUST-DIAGNOSTIC-CANDIDATE,115,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC02953_rotmod.dat,386.57276230812886,52103.423403989174,5.19955368216639,outer_step_median,4300.955546547543,-3914.3827842394144,saturating_n2,383.73331731364857,2.8394449944802886
UGC03205,ROBUST-DIAGNOSTIC-CANDIDATE,48,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC03205_rotmod.dat,133.87988276021207,29922.23404655267,2.5222328186495804,shuffled_radius_rrf_nfixed,421.27787270633144,-287.39798994611937,arctan_saturating,122.66233236742775,11.217550392784318
UGC03546,ROBUST-DIAGNOSTIC-CANDIDATE,30,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC03546_rotmod.dat,48.65240382364379,24340.81251533685,8.053233044379319,outer_step_median,139.06791140355153,-90.41550757990774,saturating_n4,46.623056103305,2.029347720338791
UGC03580,WEAK-OR-REGIME-DEPENDENT-SIGNAL,47,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC03580_rotmod.dat,1192.5705163166383,12280.17749551132,7.919102317108258,outer_step_median,3407.564013997338,-2214.9934976807,saturating_n4,1225.255247248509,-32.68473093187072
UGC04278,WEAK-OR-REGIME-DEPENDENT-SIGNAL,25,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC04278_rotmod.dat,38.981644403319194,6900.530507242608,3.6613420213022017,outer_step_median,181.42197370159047,-142.44032929827128,saturating_n2,19.24465386516526,19.736990538153933
UGC04305,WEAK-OR-REGIME-DEPENDENT-SIGNAL,22,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC04305_rotmod.dat,34.419421980601,194.81769556333128,0.7026337880432265,shuffled_radius_rrf_nfixed,32.00536416489565,2.4140578157053483,saturating_n8,33.42042559466104,0.9989963859399609
UGC04325,ROBUST-DIAGNOSTIC-CANDIDATE,8,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC04325_rotmod.dat,5.8644869595864435,6540.528576990606,1.0859323833668006,shuffled_radius_rrf_nfixed,36.2750998913625,-30.410612931776058,saturating_n2,7.897408392019842,-2.0329214324333984
UGC04483,ROBUST-DIAGNOSTIC-CANDIDATE,8,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC04483_rotmod.dat,5.492063531349612,398.34535272858494,0.4201750724301368,shuffled_radius_rrf_nfixed,25.278710874817826,-19.786647343468214,saturating_n2,5.4681428884954,0.023920642854212026
UGC04499,ROBUST-DIAGNOSTIC-CANDIDATE,9,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC04499_rotmod.dat,7.6253522098874384,3802.8964074243,2.366622773977502,shuffled_radius_rrf_nfixed,49.780611039614016,-42.15525882972658,saturating_n2,5.61685162929674,2.008500580590699
UGC05005,ROBUST-DIAGNOSTIC-CANDIDATE,11,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC05005_rotmod.dat,5.024778599013484,8214.802516008602,7.958018603828539,outer_step_median,24.760378876400384,-19.7356002773869,saturating_n2,4.189442221286661,0.835336377726823
UGC05253,ROBUST-DIAGNOSTIC-CANDIDATE,73,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC05253_rotmod.dat,305.87536755707333,34777.26702898905,6.977644776251372,outer_step_median,2232.0286905870257,-1926.1533230299524,saturating_n2,173.84321729025015,132.03215026682318
UGC05716,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,12,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC05716_rotmod.dat,66.50490779326523,4303.061195963649,2.7724734879650303,shuffled_radius_rrf_nfixed,281.51251841261654,-215.0076106193513,exp_saturating,15.888085632998939,50.616822160266295
UGC05721,ROBUST-DIAGNOSTIC-CANDIDATE,23,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC05721_rotmod.dat,18.905803982132447,5575.972294198512,0.8756415901707212,shuffled_radius_rrf_nfixed,195.21126545764787,-176.30546147551541,saturating_n2,16.097812330128967,2.80799165200348
UGC05750,ROBUST-DIAGNOSTIC-CANDIDATE,11,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC05750_rotmod.dat,4.273824170387387,4520.676189926946,5.241805961496437,outer_step_median,24.216615957941862,-19.942791787554476,saturating_n4,4.7972229854271475,-0.5233988150397604
UGC05764,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,10,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC05764_rotmod.dat,28.792025383609833,2545.268502494359,0.895222465086211,shuffled_radius_rrf_nfixed,260.7754579110876,-231.98343252747776,saturating_n2,23.313374445715183,5.478650937894649
UGC05829,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,11,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC05829_rotmod.dat,10.52102293772397,2535.392216610464,2.2661019391716524,shuffled_radius_rrf_nfixed,31.62661695065389,-21.10559401292992,arctan_saturating,4.858892371850105,5.6621305658738645
UGC05918,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,8,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC05918_rotmod.dat,5.610039051904307,1404.9446817091548,1.1098339559806665,shuffled_radius_rrf_nfixed,9.758385584739573,-4.148346532835266,saturating_n2,4.173179785248746,1.4368592666555609
UGC05986,ROBUST-DIAGNOSTIC-CANDIDATE,15,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC05986_rotmod.dat,18.2131921811362,11149.837162371106,2.659177388095832,shuffled_radius_rrf_nfixed,362.4857753050015,-344.2725831238653,saturating_n2,16.44413428548831,1.7690578956478902
UGC06399,ROBUST-DIAGNOSTIC-CANDIDATE,9,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC06399_rotmod.dat,6.237485952113435,5894.881881133879,2.6549936942068735,shuffled_radius_rrf_nfixed,45.04190605629812,-38.804420104184686,saturating_n2,4.279788883922859,1.9576970681905754
UGC06446,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,17,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC06446_rotmod.dat,16.513267203971303,5119.355926327093,1.488485480094818,shuffled_radius_rrf_nfixed,70.78025243902755,-54.26698523505625,arctan_saturating,7.234714325457192,9.27855287851411
UGC06614,ROBUST-DIAGNOSTIC-CANDIDATE,13,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC06614_rotmod.dat,5.858099789227744,32261.27247662076,17.73857156317811,outer_step_median,40.586662273534444,-34.7285624843067,saturating_n2,6.306184814894065,-0.44808502566632136
UGC06667,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,9,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC06667_rotmod.dat,13.009754540097136,6249.775797056001,2.3394360602912423,shuffled_radius_rrf_nfixed,167.13414941056567,-154.12439487046854,saturating_n2,4.928459011892355,8.08129552820478
UGC06786,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,45,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC06786_rotmod.dat,241.3400897216561,39474.67813989485,4.605576335796709,shuffled_radius_rrf_nfixed,2202.155293313973,-1960.8152035923167,exp_saturating,45.84296005386677,195.49712966778935
UGC06787,WEAK-OR-REGIME-DEPENDENT-SIGNAL,71,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC06787_rotmod.dat,1694.6501848978216,41550.68498098121,5.735722114168681,outer_step_median,5231.075654791352,-3536.42546989353,saturating_n2,1671.9172753080945,22.732909589727115
UGC06818,ROBUST-DIAGNOSTIC-CANDIDATE,8,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC06818_rotmod.dat,7.423060020468364,6388.927607084973,5.0805119132338215,outer_step_median,17.06877957142637,-9.645719550958004,saturating_n6,5.379653885121563,2.0434061353468014
UGC06917,ROBUST-DIAGNOSTIC-CANDIDATE,11,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC06917_rotmod.dat,7.900982466103529,8251.457448440917,2.814495980836729,shuffled_radius_rrf_nfixed,75.63758588929105,-67.73660342318752,saturating_n2,5.5309114717266326,2.3700709943768965
UGC06930,ROBUST-DIAGNOSTIC-CANDIDATE,10,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC06930_rotmod.dat,5.215175749496632,7935.807012529934,2.7875325597811362,shuffled_radius_rrf_nfixed,12.852092802466284,-7.636917052969652,saturating_n2,4.729014869259633,0.48616088023699877
UGC06973,CORE-PATHOLOGY-ARCHIVE,9,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC06973_rotmod.dat,819.4779325371054,493549.0011561975,23.549999999999997,outer_step_median,809.3678352165746,10.110097320530826,saturating_n8,794.9665770608589,24.511355476246536
UGC06983,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,17,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC06983_rotmod.dat,9.964234628635518,9115.252084392569,2.5640736597790346,shuffled_radius_rrf_nfixed,54.57215010899191,-44.6079154803564,saturating_n2,9.942193518904148,0.022041109731370412
UGC07089,ROBUST-DIAGNOSTIC-CANDIDATE,12,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC07089_rotmod.dat,9.461978593336175,4027.1099493671923,4.11377531148767,shuffled_radius_rrf_nfixed,47.577546907756,-38.115568314419825,saturating_n2,5.669643247535543,3.792335345800632
UGC07125,ROBUST-DIAGNOSTIC-CANDIDATE,13,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC07125_rotmod.dat,8.692792327122257,2502.3153835870207,4.151446024888451,shuffled_radius_rrf_nfixed,39.98364194712527,-31.290849620003016,saturating_n2,7.431497485437453,1.261294841684804
UGC07151,ROBUST-DIAGNOSTIC-CANDIDATE,11,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC07151_rotmod.dat,8.836798657261166,3386.1820321757095,1.2113621885421082,shuffled_radius_rrf_nfixed,53.64488975126131,-44.80809109400015,saturating_n2,11.046309193324436,-2.20951053606327
UGC07323,ROBUST-DIAGNOSTIC-CANDIDATE,10,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC07323_rotmod.dat,10.371997724342702,4864.699831944239,3.0357172992681503,outer_step_median,54.191947339912346,-43.81994961556964,saturating_n2,6.289690597021998,4.082307127320703
UGC07399,WEAK-OR-REGIME-DEPENDENT-SIGNAL,10,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC07399_rotmod.dat,25.19060775348276,7946.124512276623,1.0967033820785235,shuffled_radius_rrf_nfixed,159.18835464768344,-133.99774689420067,saturating_n2,7.591217204598916,17.599390548883843
UGC07524,WEAK-OR-REGIME-DEPENDENT-SIGNAL,31,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC07524_rotmod.dat,30.738328201171758,4644.735145312057,2.956482936935316,outer_step_median,520.8405558502756,-490.1022276491038,saturating_n2,12.065166205333398,18.67316199583836
UGC07577,CORE-PATHOLOGY-ARCHIVE,9,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC07577_rotmod.dat,4.517804922188666,5226.47353165872,5.07,outer_step_median,4.023422606764522,0.49438231542414357,saturating_n4,4.4721926737581,0.045612248430566105
UGC07603,ROBUST-DIAGNOSTIC-CANDIDATE,12,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC07603_rotmod.dat,6.899608981535129,3394.8049527366134,1.2022264766620612,shuffled_radius_rrf_nfixed,215.0474615864608,-208.14785260492567,saturating_n2,5.766407255779656,1.1332017257554732
UGC07608,ROBUST-DIAGNOSTIC-CANDIDATE,8,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC07608_rotmod.dat,5.105947506351235,3787.232807508991,1.8858679458382064,shuffled_radius_rrf_nfixed,21.664685862628623,-16.558738356277388,saturating_n2,4.4397288370824795,0.6662186692687557
UGC08286,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,17,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC08286_rotmod.dat,25.401216416439905,5563.656832756115,1.3777751402338965,shuffled_radius_rrf_nfixed,250.52985444823364,-225.12863803179374,saturating_n2,12.801306798271467,12.599909618168438
UGC08490,WEAK-OR-REGIME-DEPENDENT-SIGNAL,30,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC08490_rotmod.dat,22.09935298214661,5227.839259777744,0.9956052101599402,shuffled_radius_rrf_nfixed,90.32969700395559,-68.23034402180897,exp_saturating,7.321115029408361,14.778237952738248
UGC08550,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,11,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC08550_rotmod.dat,20.371305869094105,2440.9312770554056,0.8798262744779028,shuffled_radius_rrf_nfixed,56.0988618974272,-35.7275560283331,saturating_n2,9.085812201602096,11.285493667492009
UGC08699,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,41,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC08699_rotmod.dat,110.36196500510164,19255.269468524086,2.3190402536585824,shuffled_radius_rrf_nfixed,421.70207358070945,-311.3401085756078,saturating_n1,38.52825986877991,71.83370513632173
UGC08837,ROBUST-DIAGNOSTIC-CANDIDATE,8,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC08837_rotmod.dat,5.761786851222767,2263.8953526020655,3.345911148564107,outer_step_median,29.28012210908429,-23.518335257861523,saturating_n2,6.233720819753175,-0.4719339685304078
UGC09037,ROBUST-DIAGNOSTIC-CANDIDATE,22,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC09037_rotmod.dat,101.06109869891533,17178.040640800053,13.82882565131004,outer_step_median,208.20973235243923,-107.1486336535239,saturating_n4,98.71270087718011,2.348397821735219
UGC09133,ROBUST-DIAGNOSTIC-CANDIDATE,68,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC09133_rotmod.dat,279.4851440063043,40202.68027440214,7.632958469016252,outer_step_median,1469.260410470039,-1189.7752664637346,saturating_n4,287.6606891927511,-8.175545186446755
UGC11455,ROBUST-DIAGNOSTIC-CANDIDATE,36,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC11455_rotmod.dat,128.34906324438793,41565.55742551837,10.421883442699809,outer_step_median,442.64496546237126,-314.2959022179833,saturating_n2,123.75289381218016,4.596169432207773
UGC11557,ROBUST-DIAGNOSTIC-CANDIDATE,12,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC11557_rotmod.dat,29.6207051785545,3311.5746971749086,7.308364713365162,outer_step_median,27.388519819896324,2.2321853586581746,saturating_n8,28.80012902629612,0.8205761522583792
UGC11820,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,10,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC11820_rotmod.dat,62.869531094981724,5214.5142057292105,5.140031936496754,outer_step_median,241.99377348519695,-179.12424239021522,saturating_n1,10.909124919752035,51.96040617522969
UGC11914,CORE-PATHOLOGY-ARCHIVE,65,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC11914_rotmod.dat,284.69645235175426,31960.717644114047,0.837791898451055,shuffled_radius_rrf_nfixed,482.89636527257085,-198.1999129208166,saturating_n1,195.86431587148155,88.83213648027271
UGC12506,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,31,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC12506_rotmod.dat,18.614513431657386,42228.45731103607,3.16873315987255,shuffled_radius_rrf_nfixed,44.579113908046516,-25.96460047638913,exp_saturating,11.40545591261163,7.209057519045755
UGC12632,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,15,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC12632_rotmod.dat,7.839577953094866,3938.353161301627,2.431397779319403,shuffled_radius_rrf_nfixed,99.96099288962212,-92.12141493652726,saturating_n2,4.758600024748009,3.080977928346857
UGC12732,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,16,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGC12732_rotmod.dat,39.85717166436257,5930.224649591072,2.940198316418664,shuffled_radius_rrf_nfixed,225.76282764365016,-185.9056559792876,saturating_n1,6.728007767359049,33.12916389700352
UGCA442,NUISANCE-SENSITIVE-DIAGNOSTIC-SIGNAL,8,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGCA442_rotmod.dat,18.77388689106835,2917.8865000694605,2.28068790112428,shuffled_radius_rrf_nfixed,157.3794285670953,-138.60554167602695,saturating_n2,7.842861211344094,10.931025679724257
UGCA444,BARYONIC-ONLY-IMPROVEMENT-NFW-DOMINANT,36,/home/kei/a10_projects/A10_TVC_Galaxy_Rotation_Curve_Residual_Diagnostic/data/Rotmod_LTG/UGCA444_rotmod.dat,21.484600299505505,776.952176672063,0.8355662430474063,shuffled_radius_rrf_nfixed,99.35608850059478,-77.87148820108928,arctan_saturating,6.151492365693452,15.333107933812054
